0,1,2,3,4,5,6,7,8
$600.000,25 m² útiles,"carlos condell 395, buin, chile, centro de buin, buin",,,arriendo,locales,,
"uf72,45",207 m² útiles,"balmaceda 489, plaza de puente alto, puente alto",,,arriendo,locales,,
uf65,110 m² útiles,"alonso de córdova interior 2788, parque bicentenario, vitacura",,,arriendo,locales,,
uf26,23 m² útiles,"avenida condell 1137, providencia, chile, barrio italia, providencia",,,arriendo,locales,,
$300.000,16 m² útiles,"av. providencia 2216, providencia, chile, los leones, providencia",,,arriendo,locales,,
"uf49,04",81 m² útiles,"la marina 2151, pedro aguirre cerda",,,arriendo,locales,,
uf43,39 m² útiles,"avenida condell 1137, providencia, chile, barrio italia, providencia",,,arriendo,locales,,
uf210,450 m² útiles,"centro de rancagua, centro de rancagua, rancagua",,,arriendo,locales,,
uf100,100 m² útiles,"san pablo 982, santiago, chile, centro histórico de santiago, santiago",,,arriendo,locales,,
uf90,90 m² útiles,"miraflores 260, centro histórico de santiago, santiago",,,arriendo,locales,,
uf27,38 m² útiles,"avenida videla 348, coquimbo, chile, centro de coquimbo, coquimbo",,,arriendo,locales,,
"uf37,50",50 m² útiles,"plaza 651, san carlos de apoquindo, las condes",,,arriendo,locales,,
uf30,62 m² útiles,"avenida del valle 2700, santiago, colina, chile, chicureo, colina",,,arriendo,locales,,
"uf71,25",95 m² útiles,"alcalde delano / manquehue oriente, la dehesa, lo barnechea",,,arriendo,locales,,
uf120,166 m² útiles,"irarrazaval / chile españa, ñuñoa",,local comercial en arriendo en ñuñoa,arriendo,locales,,
"uf24,30","40,000 m² útiles","bellavista 89, recoleta",,,arriendo,locales,,
$1.300.000,522 m² útiles,"la villa 8352, penalolen, peñalolén, chile, las parcelas, peñalolén",,,arriendo,locales,,
"uf214,20",238 m² totales,"edificio  / scl apoquindo, metro escuela militar, las condes",,,arriendo,locales,,
uf52,170 m² útiles,"avda. la dehesa / avda. el rodeo, la dehesa, lo barnechea",,,arriendo,locales,,
"uf106,20",177 m² útiles,"avenida apoquindo 4820 - local -1, metro escuela militar, las condes",,,arriendo,locales,,
$3.600.000,130 m² útiles,"avenida capitán ramón freire 350, centro de rancagua, rancagua",,,arriendo,locales,,
"uf1,50","45,000 m² útiles","los trapenses 2140, la dehesa, lo barnechea",,,arriendo,locales,,
"uf48,43",161 m² útiles,"avenida américo vespucio 1940, conchalí",,,arriendo,locales,,
uf145,300 m² útiles,"colina, región metropolitana, chicureo, colina",,arriendo local restaurant en chicureo,arriendo,locales,,
uf400,550 m² útiles,"av. las condes, las azaleas, alto las condes, las condes",,,arriendo,locales,,
uf125,257 m² útiles,"centro de coquimbo, centro de coquimbo, coquimbo",,,arriendo,locales,,
uf237,644 m² útiles,"cercano a hospital coquimbo / av. videla, centro de coquimbo, coquimbo",,local comercial en arriendo en coquimbo,arriendo,locales,,
"uf55,40",69 m² útiles,"balmaceda 489, plaza de puente alto, puente alto",,,arriendo,locales,,
uf360,"1,645 m² útiles","vicuña mackenna 1341, ñuñoa, santiago, chile, bogotá - sierra bella, santiago",,,arriendo,locales,,
tour virtual,180 m² útiles,"8 norte 579, viña del mar, chile, libertad, viña del mar",,,arriendo,locales,,
uf70,145 m² útiles,"los leones - diego de almagro, campus oriente, providencia",,,arriendo,locales,,
uf700,256 m² útiles,"paseo puente 599-697, santiago, región metropolitana, chile, centro histórico de santiago, santiago",,,arriendo,locales,,
uf117,195 m² útiles,"av plaza 651, san carlos de apoquindo, las condes",,,arriendo,locales,,
uf63,91 m² útiles,"plaza 651, san carlos de apoquindo, las condes",,,arriendo,locales,,
uf210,285 m² útiles,"calle luis pasteur 5541, vitacura, chile, estadio manquehue, vitacura",,,arriendo,locales,,
uf70,120 m² útiles,"rancagua 0188, providencia, chile, plaza italia, providencia",,,arriendo,locales,,
uf72,81 m² útiles,"los militares 5890, las condes, chile, nueva las condes, las condes",,,arriendo,locales,,
uf150,956 m² útiles,"nueva extremadura 4594, quinta normal, región metropolitana, chile, salvador gutiérrez, quinta normal",,"nueva extremadura 4594, quinta normal, región metropolitana",arriendo,industriales,,
"uf0,11","ex planta iansa curicó, curicó",,industrial en arriendo en curicó,arriendo,industriales,,,
uf100,800 m² útiles,"av. los zapadores 0620, recoleta, región metropolitana, chile, avenida el salto, recoleta",,"av. los zapadores 0620, recoleta, región metropolitana",arriendo,industriales,,
$1.600.000,500 m² útiles,"avenida portugal 1693, santiago, chile, bogotá - sierra bella, santiago",,,arriendo,industriales,,
uf290,"4,000 m² totales","metro la cisterna, la cisterna",,,arriendo,industriales,,
uf199,"2,000 m² útiles","ureta cox con santa rosa, lo vial, san miguel",,industrial en arriendo en san miguel,arriendo,industriales,,
uf2.000,"11,091 m² útiles","(bod) avenida cañaveral 1000, quilicura",,,arriendo,industriales,,
uf320,"1,310 m² útiles","(bod) avenida cañaveral 100, parque industrial buenaventura, quilicura",,,arriendo,industriales,,
uf350,"1,200 m² útiles","gran avenida jose miguel carrera 9600, el bosque, chile, alejandro guzmán, el bosque",,,arriendo,industriales,,
uf1.400,"31,000 m² totales","av. lo espejo / camino a lonquén, las acacias - chena, san bernardo",,,arriendo,industriales,,
uf353,"2,364 m² útiles","maraton con josé ananias, metro rodrigo de araya, macul",,industrial en arriendo en macul,arriendo,industriales,,
"uf472,54","3,634 m² útiles","vespucio norte express / miraflores, el montijo, renca",,,arriendo,industriales,,
"uf125,62",571 m² totales,"parque industrial enea, pudahuel",,,arriendo,industriales,,
$90,400 m² útiles,"los industriales esquina recoleta huechuraba, el rosal, huechuraba",,industrial en arriendo en huechuraba,arriendo,industriales,,
uf230,410 m² útiles,"vespucio norte / el rosal, el rosal, huechuraba",,,arriendo,industriales,,
uf57,450 m² útiles,"exposición / camino melipilla, santiago",,,arriendo,industriales,,
$1.200.000,50 m² útiles,"víctor hugo / costanera norte, lo espinoza, quinta normal",,,arriendo,industriales,,
$2.900.000,"1,060 m² útiles","calle chiloe, comuna santiago sur, santiago",,industrial en arriendo en santiago,arriendo,industriales,,
$500.000,"5,000 m² totales","terrenos para almacenamiento - industrial - comercial, valparaíso",,industrial en arriendo en valparaíso,arriendo,industriales,,
uf70,403 m² útiles,"ubicación estratégica con acceso a panamericana norte, carretera san martín y autopista radial (15 minutos a vitacura, 20 minutos aeropuerto)., centro de colina, colina",,"ubicación estratégica con acceso a panamericana norte,",arriendo,industriales,,
uf74,430 m² útiles,"ubicación estratégica con acceso a panamericana norte, carretera san martín y autopista radial (15 minutos a vitacura, 20 minutos aeropuerto)., centro de colina, colina",,"ubicación estratégica con acceso a panamericana norte,",arriendo,industriales,,
uf45,215 m² útiles,"arriendo industrial lircay con el salto, einstein, recoleta",,,arriendo,industriales,,
uf670,"3,910 m² útiles","propiedad industrial la negra, antofagasta",,,arriendo,industriales,,
uf420,"3,000 m² útiles","se arrienda galpón industrial / comercial excelente ubicación, plaza oeste, cerrillos",,se arrienda galpón industrial / comercial excelente,arriendo,industriales,,
"uf260,28","2,127 m² útiles","santa monica, las acacias - chena, san bernardo",,santa monica,arriendo,industriales,,
uf267,"1,777 m² útiles","metro rodrigo de araya, macul",,,arriendo,industriales,,
"uf0,12","1,440 m² útiles","quilicura i panamericana norte, parque industrial buenaventura, quilicura",,,arriendo,industriales,,
uf75,"1,000 m² totales","calle limache el salto, viña del mar",,industrial en arriendo en viña del mar,arriendo,industriales,,
"uf87,50",500 m² útiles,"ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf43,75",250 m² útiles,"ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf220,"1,570 m² útiles","parque el rosal, excelente seguridad., el rosal, huechuraba",,,arriendo,industriales,,
"uf49,50",300 m² útiles,"ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
$1.350.000,240 m² útiles,"los arces, lo martinez, el bosque",,industrial en arriendo en el bosque,arriendo,industriales,,
"uf33,25",190 m² útiles,"ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf58,480 m² útiles,"sector altos de san bernardo, nos, san bernardo",,,arriendo,industriales,,
"uf0,13","2,640 m² útiles","pudahuel, pudahuel",,pudahuel,arriendo,industriales,,
uf725,"5,000 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf680,80","4,600 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf160,"1,000 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf128,800 m² útiles,"ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf107,25",650 m² útiles,"ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf61,25",350 m² útiles,"ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf768,50","5,300 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf592,"4,000 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf525,"3,500 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf465,"3,000 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf387,50","2,500 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf363,40","2,300 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
uf316,"2,000 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
"uf268,60","1,700 m² útiles","ruta 5 / av la montaña, lampa",,industrial en arriendo en lampa,arriendo,industriales,,
$500.000,70 ha totales,retiro,,agrícola en arriendo en retiro,arriendo,agrícolas,,
$9.000.000,"76,000 ha totales","pirque, pirque",,agrícola en arriendo en pirque,arriendo,agrícolas,,
uf155,15 ha totales,9 dormitorios,"casona del valle , 8 km desde la panamericana norte a tiltil, tiltil",,agrícola en arriendo en tiltil,arriendo,agrícolas,
uf70,56 ha totales,"30 km de la costa, san pedro",,,arriendo,agrícolas,,
$230.000,220 m² totales,"lago huillinco - arriendo diario, chonchi",,,arriendo,agrícolas,,
u$s140.000,200 ha totales,"a 10 km. al nor oriente de angol, angol",,,arriendo,agrícolas,,
$500.000,"2,500 m² totales","cacique colin, lampa",,agrícola en arriendo en lampa,arriendo,agrícolas,,
$12.000.000,68 m² totales,"t 658, paillaco",,agrícola en arriendo en paillaco,arriendo,agrícolas,,
uf60,300 ha totales,"llanos de marañon, 8 kms al norte 8 - ap. km, vallenar",,,arriendo,agrícolas,,
uf100,500 ha totales,"12,5 kms al norte de vallenar, vallenar",,,arriendo,agrícolas,,
uf440,"2,900 m² totales","propiedad ind / com / bod / frigorífico, paine",,,arriendo,agrícolas,,
uf840,"120,000 m² totales","el barrancón / camino el romeral, san bernardo",,,arriendo,agrícolas,,
$1.500.000,"10,000 m² totales","santa ines cacique colin, lampa",,agrícola en arriendo en lampa,arriendo,agrícolas,,
$344.000,70 ha totales,"villa seca, longaví",,,arriendo,agrícolas,,
uf500,"14,900 m² totales","jacinto marquez, codegua",,,arriendo,agrícolas,,
$1.500.000,"5,000 m² totales","arriendo sitio, chicureo, colina",,,arriendo,agrícolas,,
$1.650.000,"10,000 m² totales","santa ines cacique colin, lampa",,agrícola en arriendo en lampa,arriendo,agrícolas,,
uf1.668,"15,140 m² totales","camino longitudinal 5 sur / arturo alessandri, romeral",,,arriendo,agrícolas,,
$400.000,"león bustos 12, linares, linares",,agrícola en arriendo en linares,arriendo,agrícolas,,,
"uf578,02","40,000 m² totales","camino a calera de tango / camino lonquén sur, calera de tango",,,arriendo,agrícolas,,
"uf190,80","800,000 m² totales","l-30-m 30, san javier",,,arriendo,agrícolas,,
$900.000,"casa con sitio en pan de azúcar, coquimbo",,agrícola en arriendo en coquimbo,arriendo,agrícolas,,,
uf1.852,76 ha totales,"paine . - ap. ., centro de paine, paine",,,arriendo,agrícolas,,
$600.000,110 ha totales,"lolol 100, lolol",,,arriendo,agrícolas,,
$4.000.000,"910,000 m² totales","camino a huasco km 14, vallenar",,,arriendo,agrícolas,,
uf300,"100,000 m² totales","oportunidad arriendo terreno en chicureo, chicureo, colina",,,arriendo,agrícolas,,
uf874,46 ha totales,"camino catemito 1695, nos, san bernardo",,,arriendo,agrícolas,,
$5.000.000,"19,000 ha totales","camino a lampa, pudahuel, chile, aeropuerto arturo merino benitez, pudahuel",,,arriendo,terrenos,,
$6.000.000,"19,000 m² totales","camino a lampa, pudahuel, chile, aeropuerto arturo merino benitez, pudahuel",,,arriendo,terrenos,,
uf275,1 ha totales,"aguas verdes 415, antofagasta, chile, la chimba, antofagasta",,,arriendo,terrenos,,
$850.000,"5,006 m² totales","alejandrina olivares, calama, chile, estadio zorros del desierto, calama",,,arriendo,terrenos,,
$1.000.000,500 m² totales,"se arrienda sitio para uso comercial en amunategui, centro de la serena, la serena",,,arriendo,terrenos,,
$1.300.000,"1,400 m² totales","centro de buin, buin",,"sin dirección, buin",arriendo,terrenos,,
uf85.634,"22,000,000 m² totales","terreno parque energético cerca embalse recoleta, ovalle",,terreno construccion  en arriendo en ovalle,arriendo,terrenos,,
uf60,"1,600 m² totales","san pablo con americo vespucio, enea, pudahuel",,1.600 m2 terreno sector enea,arriendo,terrenos,,
uf400,"9,250 m² totales","excelente terreno barrio industrial, zofri, iquique",,,arriendo,terrenos,,
$2.500.000,"3,011 m² totales",8 dormitorios,"jardin del mar, reñaca, viña del mar",,terreno construccion  en arriendo en viña del mar,arriendo,terrenos,
uf60,393 m² totales,"san martín 895, estadio germán becker, temuco",,terreno construccion  en arriendo en temuco,arriendo,terrenos,,
uf45,"5,016 m² totales","terreno ruta a-1 puerto patillos y patache (qb2), iquique",,terreno construccion  en arriendo en iquique,arriendo,terrenos,,
$3.500.000,"1,004 m² totales","los productores, el rosal, huechuraba",,,arriendo,terrenos,,
$1.300.000,"12,091 m² totales","la chimba, antofagasta",,se arrienda terreno  especial para instalaciones de empresas,arriendo,terrenos,,
$2.800.000,"2,155 m² totales",3 dormitorios,"jardin dehesa- san rafael, la dehesa, lo barnechea",,terreno construccion  en arriendo en lo barnechea,arriendo,terrenos,
uf150,702 m² totales,"santa rosa / 10 de julio, santiago, barrio diez de julio, santiago",,terreno construccion  en arriendo en santiago,arriendo,terrenos,,
uf309,"10,300 m² útiles","terreno industrial / comercial en arriendo, chicureo, colina",,,arriendo,terrenos,,
$1.800.000,"5,700 m² totales","bdo o'higgins (cerca a tottus), centro de talagante, talagante",,terreno construccion  en arriendo en talagante,arriendo,terrenos,,
uf180,"1,200 m² totales","río aconcagua, montemar, concón",,terreno construccion  en arriendo en concón,arriendo,terrenos,,
uf413,"7,000 m² totales","sector ruta 5 sur, lo herrera, san bernardo",,,arriendo,terrenos,,
$1.000.000,320 m² totales,"arriendo excelente terreno comercial, centro de puerto varas, puerto varas",,,arriendo,terrenos,,
$1.000.000,"10,000 m² totales","gran terreno para uso comercial en plena longitudinal sur, requínoa",,,arriendo,terrenos,,
$1.000.000,"5,000 m² útiles","propiedad en terreno industrial de 5000 m2 cercano a puerto terrestre los, los andes",,,arriendo,terrenos,,
$500.000,"1,081 m² útiles","terreno en arriendo san pedro de la paz, villa san pedro - bayona, san pedro de la paz",,,arriendo,terrenos,,
$1.500.000,"2,000 m² totales","clemente diaz , maipo buin, maipo, buin",,terreno construccion  en arriendo en buin,arriendo,terrenos,,
uf1.600,"27,060 m² útiles",4 dormitorios,"se arrienda terreno de 27.060 m2, con 74,25 metros de frente a avenida pajaritos, metro pajaritos, estación central",,"se arrienda terreno de 27.060 m2, con 74,25 metros de fre...",arriendo,terrenos,
$800.000,543 m² totales,3 dormitorios,"avenida san juan, centro de machalí, machalí",,terreno construccion  en arriendo en machalí,arriendo,terrenos,
$1.000.000,"4,000 m² totales","oportunidad terreno rebajado por 6 meses! instalación de bodegas o contenedores, centro de concepción, concepción",,oportunidad terreno rebajado por 6 meses! instalación de ...,arriendo,terrenos,,
uf15,"5,005 m² totales","la vara, puerto montt",,terreno construccion  en arriendo en puerto montt,arriendo,terrenos,,
uf300,"19,099 m² totales","acceso sur, padre las casas",,terreno construccion en arriendo en padre las casas,arriendo,terrenos,,
$1.200.000,264 m² totales,5 dormitorios,"ismael valdes 245, valdivia",,terreno construccion  en arriendo en valdivia,arriendo,terrenos,
$2.500.000,"200,000 m² totales",copiapó,,"sin dirección, copiapó",arriendo,terrenos,,
uf717,"6,880 m² totales","macul / las torres, campus san joaquín, macul",,,arriendo,terrenos,,
$11.500.000,"avenida la ruta del cobre, antofagasta",,,arriendo,terrenos,,,
uf63,"2,000 m² útiles","arriendo terreno 2.000 mt2 en placilla al costado carretera, placilla, valparaíso",,,arriendo,terrenos,,
$1.900.000,359 m² totales,"terreno en serrano - alameda - estacionamiento publico o bodega o local comercial, bulnes, santiago",,terreno construccion  en arriendo en santiago,arriendo,terrenos,,
uf175,"8,663 m² totales","sector el cortijo, cardenal caro, conchalí",,,arriendo,terrenos,,
$7.000.000,"70,000 m² totales","santa luisa, quilicura",,terreno construccion  en arriendo en quilicura,arriendo,terrenos,,
$800.000,"1,830 m² totales","centro de buin, buin",,"sin dirección, buin",arriendo,terrenos,,
uf250,"14,400 m² totales","ruta 68, lomas de lo aguirre, lomas de lo aguirre, pudahuel",,,arriendo,terrenos,,
uf220,"10,217 m² totales","terreno urbano, chicureo, colina",,,arriendo,terrenos,,
uf118,"11,107 m² totales","hospital regional, copiapó",,"sin dirección, copiapó",arriendo,terrenos,,
$2.500.000,"10,000 m² totales","ruta w45- sector mocopulli, puerto montt",,,arriendo,terrenos,,
$12.206.000,"17,000 m² totales","se arrienda amplio sitio en bajo molle, bajo molle, iquique",,,arriendo,terrenos,,
$10.770.000,"15,000 m² totales","se arrienda amplio sitio en bajo molle, bajo molle, iquique",,,arriendo,terrenos,,
uf1,"13,500 m² totales","lautaro urbano sector hospital ruta a curacautín, lautaro",,terreno construccion  en arriendo en lautaro,arriendo,terrenos,,
$750.000,"2,000 m² totales","callejón el pino, curicó",,terreno construccion  en arriendo en curicó,arriendo,terrenos,,
$400.000,"1,000 m² totales","callejón el pino, curicó",,terreno construccion  en arriendo en curicó,arriendo,terrenos,,
$6.000.000,"1,400 m² totales","metro monseñor eyzaguirre, metro monseñor eyzaguirre, ñuñoa",,terreno construccion  en arriendo en ñuñoa,arriendo,terrenos,,
uf400,"3,715 m² totales","magallanes, concón",,,arriendo,terrenos,,
uf44,200 m² útiles,"libertad 22, santiago, chile, barrio yungay, santiago",,,arriendo,bodegas,,
"uf0,12",360 m² útiles,"talca & ruta 43, coquimbo, chile, tierras blancas, coquimbo",,,arriendo,bodegas,,
uf2,5 m² útiles,"avenida manquehue sur 350, las condes, chile, metro manquehue - apumanque, las condes",,,arriendo,bodegas,,
uf500,"3,600 m² útiles","excelente estándar. con oficinas., las dalias, macul",,,arriendo,bodegas,,
uf241,"1,724 m² útiles","excepcional estándar de construcción. seguridad. oficinas 127m2., las dalias, macul",,excepcional estándar de construcción. seguridad. oficinas,arriendo,bodegas,,
$2.700.000,"1,200 m² útiles","galpon zapadores, avda el salto, frente a ciudad empresaria, avenida el salto, recoleta, avenida el salto, recoleta",,"galpon zapadores, avda el salto, frente a ciudad",arriendo,bodegas,,
uf200,"2,200 m² útiles","ruta 5 410, chillán viejo, chile, chillán viejo",,,arriendo,bodegas,,
uf64,456 m² útiles,"galpones en arriendo de 456m2 ,900m2 y 1.800m2  lo boza / vespucio norte  oportunidad, pudahuel",,"galpones en arriendo de 456m2 ,900m2 y 1.800m2  lo boza /",arriendo,bodegas,,
"uf61,32",438 m² útiles,"avenida el retiro 1275, renca",,,arriendo,bodegas,,
uf55,300 m² útiles,"heroes de la concepción 2826, recoleta, chile, avenida el salto, recoleta",,,arriendo,bodegas,,
uf684,"5,350 m² útiles","excelente estándar. seguridad. oficinas 300m2. precio incluye gastos comunes, pudahuel",,excelente estándar. seguridad. oficinas 300m2. precio,arriendo,bodegas,,
$2.500.000,200 m² útiles,"rengo 1720, bajo tucapel, concepción",,,arriendo,bodegas,,
uf116,960 m² útiles,"galpón en arriendo desde 960 m2 san ignacio / ruta 5, quilicura",,,arriendo,bodegas,,
uf199,"2,000 m² útiles","ureta cox con santa rosa, lo vial, san miguel",,bodega en arriendo en san miguel,arriendo,bodegas,,
uf85,478 m² útiles,"parque riesco 3461, recoleta, chile, avenida el salto, recoleta",,,arriendo,bodegas,,
uf229,"1,919 m² útiles","excelente estándar. seguridad. oficinas 367m2. inmediato vespucio norte, renca",,excelente estándar. seguridad. oficinas 367m2. inmediato,arriendo,bodegas,,
uf6,30 m² útiles,"ruta f-360 km 1 - bodega c10, viña del mar",,,arriendo,bodegas,,
$2.800.000,926 m² útiles,"ongolmo 2155, concepción, chile, bajo tucapel, concepción",,,arriendo,bodegas,,
uf59,470 m² útiles,"la montaña & calle barron vieyra, colina, chile, chicureo, colina",,,arriendo,bodegas,,
uf100,470 m² útiles,"josé manuel infante 2013, ñuñoa, chile, metro monseñor eyzaguirre, ñuñoa",,,arriendo,bodegas,,
uf40,334 m² útiles,"gran bodega - local comercial en recoleta, recoleta",,,arriendo,bodegas,,
"uf20,48",102 m² útiles,"avenida américo vespucio 1001, quilicura",,,arriendo,bodegas,,
"uf34,40",200 m² útiles,"borgono, concón",,bodega en centro distribución - v región,arriendo,bodegas,,
$700.000,190 m² útiles,"cuevas 809, santiago",,,arriendo,bodegas,,
$2.200.000,702 m² útiles,"termoeléctrica renca, parque las palmeras, renca",,,arriendo,bodegas,,
$7.000.000,"1,751 m² útiles","gimnasio, centro de eventos y bodega en arriendo, el copihue, calera de tango",,,arriendo,bodegas,,
uf110,720 m² útiles,"guanaco norte,, huechuraba",,"bodega c/oficina potencia tu negocio, huechuraba",arriendo,bodegas,,
uf476,"5,292 m² útiles","ruta 5 sur, rengo",,"bodega en arriendo ruta 5 sur, rengo",arriendo,bodegas,,
uf135,"1,500 m² útiles","ruta 5 sur, rengo",,"bodega en arriendo ruta 5 sur, rengo",arriendo,bodegas,,
uf72,480 m² útiles,"guanaco norte,, huechuraba",,"bodega c/oficina potencia tu negocio, huechuraba",arriendo,bodegas,,
uf110,848 m² útiles,"amplios galpones mas oficinas, ideal ultima milla, excelente conectividad, el rosal, huechuraba",,"amplios galpones mas oficinas, ideal ultima milla, excele...",arriendo,bodegas,,
uf70,403 m² útiles,"ubicación estratégica con acceso a panamericana norte, carretera san martín y autopista radial (15 minutos a vitacura, 20 minutos aeropuerto)., centro de colina, colina",,"ubicación estratégica con acceso a panamericana norte,",arriendo,bodegas,,
uf36,720 m² útiles,"guanaco norte,, pedro fontova, huechuraba",,"espacio industrial potencia tu negocio, huechuraba",arriendo,bodegas,,
uf36,720 m² útiles,"guanaco norte,, huechuraba",,"espacio industrial potencia tu negocio, huechuraba",arriendo,bodegas,,
uf74,430 m² útiles,"ubicación estratégica con acceso a panamericana norte, carretera san martín y autopista radial (15 minutos a vitacura, 20 minutos aeropuerto)., centro de colina, colina",,"ubicación estratégica con acceso a panamericana norte,",arriendo,bodegas,,
uf190,"1,000 m² útiles","se arrienda bodega comercial, meiggs, santiago",,,arriendo,bodegas,,
uf450,"1,290 m² útiles","se arrienda galpón gran terreno, el mirador, cerrillos",,,arriendo,bodegas,,
uf227,"2,520 m² útiles","ruta 5 sur, rengo",,"bodega en arriendo ruta 5 sur, rengo",arriendo,bodegas,,
$2.000.000,"1,000 m² útiles",rancagua,,,arriendo,bodegas,,
uf400,"1,600 m² útiles","el montijo, renca",,,arriendo,bodegas,,
uf135,850 m² útiles,"avenida santa rosa 1654,, san joaquín",,ganga! arriendo bodega industrial av. santa rosa,arriendo,bodegas,,
uf72,396 m² útiles,"av. américo vespucio 1385, valle lo campino, quilicura",,"396 m2 de bodega + 72 m2 de oficina, quilicura",arriendo,bodegas,,
"uf87,50",500 m² útiles,"ruta 5 / av la montaña, lampa",,bodega en arriendo en lampa,arriendo,bodegas,,
uf140,920 m² útiles,"santa rosa, franklin - biobío, santiago",,santa rosa,arriendo,bodegas,,
"uf43,75",250 m² útiles,"ruta 5 / av la montaña, lampa",,bodega en arriendo en lampa,arriendo,bodegas,,
"uf49,50",300 m² útiles,"ruta 5 / av la montaña, lampa",,bodega en arriendo en lampa,arriendo,bodegas,,
$900.000,337 m² útiles,"bernardo o'higgins 396, temuco",,,arriendo,bodegas,,
"uf31,35",190 m² útiles,"ruta 5 / av la montaña, lampa",,bodega en arriendo en lampa,arriendo,bodegas,,
uf58,480 m² útiles,"sector altos de san bernardo, nos, san bernardo",,,arriendo,bodegas,,
uf128,800 m² útiles,"ruta 5 / av la montaña, lampa",,bodega en arriendo en lampa,arriendo,bodegas,,
$95.000,15 m² totales,"estoril 120, las condes, chile, estoril, las condes",,,arriendo,estacionamientos,,
"uf2,50",12 m² útiles,"cerro el plomo 5931, las condes, chile, nueva las condes, las condes",,,arriendo,estacionamientos,,
$60.000,300 m² totales,"agustinas 1490, santiago, chile, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,
$60.000,18 m² totales,"cerro colorado 5858, las condes, chile, parque arauco, las condes",,,arriendo,estacionamientos,,
$90.000,"mac iver / miraflores, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$75.000,"merced & miraflores, santiago, chile, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$100.000,12 m² útiles,"moneda 645, santiago, chile, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,
$76.000,20 m² totales,"merced 645, santiago, chile, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,
"uf2,25","salida metro pedro de valdivia, sin comision, pedro de valdivia, providencia",,,arriendo,estacionamientos,,,
$65.000,9 m² útiles,"badajoz 100, las condes, chile, las condes",,,arriendo,estacionamientos,,
uf2,6 m² útiles,"avenida manquehue sur 350, las condes, chile, metro manquehue - apumanque, las condes",,,arriendo,estacionamientos,,
$87.000,12 m² útiles,"merced 627, santiago, chile, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,
tour virtual,6 m² útiles,"estacionamientos américo vespucio/ vitacura, jardín del este, vitacura",,,arriendo,estacionamientos,,
$70.000,"metro manquehue / los militares 5620, nueva las condes, las condes",,,arriendo,estacionamientos,,,
"uf2,80","callao / augusto leguia sur / san crescente, metro manquehue - apumanque, las condes",,,arriendo,estacionamientos,,,
$60.000,"metro manuel montt, manuel montt, providencia",,,arriendo,estacionamientos,,,
$60.000,"manuel antonio matta 99, santiago",,,arriendo,estacionamientos,,,
$88.000,"santo domingo  / mac iver / miraflores, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$80.000,"avenida pedro de valdivia 150 - estacionamiento 111, pedro de valdivia, providencia",,,arriendo,estacionamientos,,,
$70.000,"viana 1635, viña del mar",,,arriendo,estacionamientos,,,
$50.000,"avenida ricardo lyon / eliodoro yañez, los leones, providencia",,,arriendo,estacionamientos,,,
"uf3,50","miraflores ., centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$75.000,"metro el golf - renato sánchez esquina hendaya, barrio el golf, las condes",,,arriendo,estacionamientos,,,
$70.000,"santo domingo  / morandé, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$90.000,"agustinas  / san martin, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$80.000,13 m² útiles,"metro manquehue / rosario norte, nueva las condes, las condes",,,arriendo,estacionamientos,,
$50.000,"conde del maule 4364, san alberto hurtado, estación central",,,arriendo,estacionamientos,,,
$85.000,"catedral con teatinos, santiago",,estacionamiento en arriendo en santiago,arriendo,estacionamientos,,,
